anio,prevalencia_contactos,porcentaje_ninos,elegibles_tratamiento,year,e_tbhiv_prct,e_mort_exc_tbhiv_100k,e_mort_tbhiv_100k,c_cdr
2015,8.7,46.0,240.0,2000,0.02,68.0,0.17,19.0
2015,8.7,46.0,240.0,2001,0.01,63.0,0.3,26.0
2015,8.7,46.0,240.0,2002,0.01,57.0,0.27,34.0
2015,8.7,46.0,240.0,2003,0.01,58.0,0.29,32.0
2015,8.7,46.0,240.0,2004,0.01,51.0,0.29,41.0
2015,8.7,46.0,240.0,2005,0.02,47.0,0.31,47.0
2015,8.7,46.0,240.0,2006,0.02,43.0,0.32,53.0
2015,8.7,46.0,240.0,2007,0.02,39.0,0.33,59.0
2015,8.7,46.0,240.0,2008,0.02,40.0,0.36,56.0
2015,8.7,46.0,240.0,2009,0.02,44.0,0.41,50.0
2015,8.7,46.0,240.0,2010,0.02,43.0,0.43,52.0
2015,8.7,46.0,240.0,2011,0.03,44.0,0.47,50.0
2015,8.7,46.0,240.0,2012,0.03,44.0,0.5,50.0
2015,8.7,46.0,240.0,2013,0.03,43.0,0.51,51.0
2015,8.7,46.0,240.0,2014,0.03,43.0,0.51,51.0
2015,8.7,46.0,240.0,2015,0.03,39.0,0.47,56.0
2015,8.7,46.0,240.0,2016,0.03,34.0,0.41,64.0
2015,8.7,46.0,240.0,2017,0.03,30.0,0.36,69.0
2015,8.7,46.0,240.0,2018,0.03,29.0,0.35,70.0
2015,8.7,46.0,240.0,2019,0.03,26.0,0.32,73.0
2015,8.7,46.0,240.0,2020,0.02,26.0,0.01,64.0
2015,8.7,46.0,240.0,2021,0.01,26.0,0.0,68.0
2015,8.7,46.0,240.0,2022,0.03,24.0,0.0,69.0
2015,8.7,46.0,240.0,2023,0.03,24.0,0.0,66.0
2016,12.0,64.0,240.0,2000,0.02,68.0,0.17,19.0
2016,12.0,64.0,240.0,2001,0.01,63.0,0.3,26.0
2016,12.0,64.0,240.0,2002,0.01,57.0,0.27,34.0
2016,12.0,64.0,240.0,2003,0.01,58.0,0.29,32.0
2016,12.0,64.0,240.0,2004,0.01,51.0,0.29,41.0
2016,12.0,64.0,240.0,2005,0.02,47.0,0.31,47.0
2016,12.0,64.0,240.0,2006,0.02,43.0,0.32,53.0
2016,12.0,64.0,240.0,2007,0.02,39.0,0.33,59.0
2016,12.0,64.0,240.0,2008,0.02,40.0,0.36,56.0
2016,12.0,64.0,240.0,2009,0.02,44.0,0.41,50.0
2016,12.0,64.0,240.0,2010,0.02,43.0,0.43,52.0
2016,12.0,64.0,240.0,2011,0.03,44.0,0.47,50.0
2016,12.0,64.0,240.0,2012,0.03,44.0,0.5,50.0
2016,12.0,64.0,240.0,2013,0.03,43.0,0.51,51.0
2016,12.0,64.0,240.0,2014,0.03,43.0,0.51,51.0
2016,12.0,64.0,240.0,2015,0.03,39.0,0.47,56.0
2016,12.0,64.0,240.0,2016,0.03,34.0,0.41,64.0
2016,12.0,64.0,240.0,2017,0.03,30.0,0.36,69.0
2016,12.0,64.0,240.0,2018,0.03,29.0,0.35,70.0
2016,12.0,64.0,240.0,2019,0.03,26.0,0.32,73.0
2016,12.0,64.0,240.0,2020,0.02,26.0,0.01,64.0
2016,12.0,64.0,240.0,2021,0.01,26.0,0.0,68.0
2016,12.0,64.0,240.0,2022,0.03,24.0,0.0,69.0
2016,12.0,64.0,240.0,2023,0.03,24.0,0.0,66.0
2017,10.0,97.0,240.0,2000,0.02,68.0,0.17,19.0
2017,10.0,97.0,240.0,2001,0.01,63.0,0.3,26.0
2017,10.0,97.0,240.0,2002,0.01,57.0,0.27,34.0
2017,10.0,97.0,240.0,2003,0.01,58.0,0.29,32.0
2017,10.0,97.0,240.0,2004,0.01,51.0,0.29,41.0
2017,10.0,97.0,240.0,2005,0.02,47.0,0.31,47.0
2017,10.0,97.0,240.0,2006,0.02,43.0,0.32,53.0
2017,10.0,97.0,240.0,2007,0.02,39.0,0.33,59.0
2017,10.0,97.0,240.0,2008,0.02,40.0,0.36,56.0
2017,10.0,97.0,240.0,2009,0.02,44.0,0.41,50.0
2017,10.0,97.0,240.0,2010,0.02,43.0,0.43,52.0
2017,10.0,97.0,240.0,2011,0.03,44.0,0.47,50.0
2017,10.0,97.0,240.0,2012,0.03,44.0,0.5,50.0
2017,10.0,97.0,240.0,2013,0.03,43.0,0.51,51.0
2017,10.0,97.0,240.0,2014,0.03,43.0,0.51,51.0
2017,10.0,97.0,240.0,2015,0.03,39.0,0.47,56.0
2017,10.0,97.0,240.0,2016,0.03,34.0,0.41,64.0
2017,10.0,97.0,240.0,2017,0.03,30.0,0.36,69.0
2017,10.0,97.0,240.0,2018,0.03,29.0,0.35,70.0
2017,10.0,97.0,240.0,2019,0.03,26.0,0.32,73.0
2017,10.0,97.0,240.0,2020,0.02,26.0,0.01,64.0
2017,10.0,97.0,240.0,2021,0.01,26.0,0.0,68.0
2017,10.0,97.0,240.0,2022,0.03,24.0,0.0,69.0
2017,10.0,97.0,240.0,2023,0.03,24.0,0.0,66.0
2018,16.0,85.0,240.0,2000,0.02,68.0,0.17,19.0
2018,16.0,85.0,240.0,2001,0.01,63.0,0.3,26.0
2018,16.0,85.0,240.0,2002,0.01,57.0,0.27,34.0
2018,16.0,85.0,240.0,2003,0.01,58.0,0.29,32.0
2018,16.0,85.0,240.0,2004,0.01,51.0,0.29,41.0
2018,16.0,85.0,240.0,2005,0.02,47.0,0.31,47.0
2018,16.0,85.0,240.0,2006,0.02,43.0,0.32,53.0
2018,16.0,85.0,240.0,2007,0.02,39.0,0.33,59.0
2018,16.0,85.0,240.0,2008,0.02,40.0,0.36,56.0
2018,16.0,85.0,240.0,2009,0.02,44.0,0.41,50.0
2018,16.0,85.0,240.0,2010,0.02,43.0,0.43,52.0
2018,16.0,85.0,240.0,2011,0.03,44.0,0.47,50.0
2018,16.0,85.0,240.0,2012,0.03,44.0,0.5,50.0
2018,16.0,85.0,240.0,2013,0.03,43.0,0.51,51.0
2018,16.0,85.0,240.0,2014,0.03,43.0,0.51,51.0
2018,16.0,85.0,240.0,2015,0.03,39.0,0.47,56.0
2018,16.0,85.0,240.0,2016,0.03,34.0,0.41,64.0
2018,16.0,85.0,240.0,2017,0.03,30.0,0.36,69.0
2018,16.0,85.0,240.0,2018,0.03,29.0,0.35,70.0
2018,16.0,85.0,240.0,2019,0.03,26.0,0.32,73.0
2018,16.0,85.0,240.0,2020,0.02,26.0,0.01,64.0
2018,16.0,85.0,240.0,2021,0.01,26.0,0.0,68.0
2018,16.0,85.0,240.0,2022,0.03,24.0,0.0,69.0
2018,16.0,85.0,240.0,2023,0.03,24.0,0.0,66.0
2019,15.0,82.0,240.0,2000,0.02,68.0,0.17,19.0
2019,15.0,82.0,240.0,2001,0.01,63.0,0.3,26.0
2019,15.0,82.0,240.0,2002,0.01,57.0,0.27,34.0
2019,15.0,82.0,240.0,2003,0.01,58.0,0.29,32.0
2019,15.0,82.0,240.0,2004,0.01,51.0,0.29,41.0
2019,15.0,82.0,240.0,2005,0.02,47.0,0.31,47.0
2019,15.0,82.0,240.0,2006,0.02,43.0,0.32,53.0
2019,15.0,82.0,240.0,2007,0.02,39.0,0.33,59.0
2019,15.0,82.0,240.0,2008,0.02,40.0,0.36,56.0
2019,15.0,82.0,240.0,2009,0.02,44.0,0.41,50.0
2019,15.0,82.0,240.0,2010,0.02,43.0,0.43,52.0
2019,15.0,82.0,240.0,2011,0.03,44.0,0.47,50.0
2019,15.0,82.0,240.0,2012,0.03,44.0,0.5,50.0
2019,15.0,82.0,240.0,2013,0.03,43.0,0.51,51.0
2019,15.0,82.0,240.0,2014,0.03,43.0,0.51,51.0
2019,15.0,82.0,240.0,2015,0.03,39.0,0.47,56.0
2019,15.0,82.0,240.0,2016,0.03,34.0,0.41,64.0
2019,15.0,82.0,240.0,2017,0.03,30.0,0.36,69.0
2019,15.0,82.0,240.0,2018,0.03,29.0,0.35,70.0
2019,15.0,82.0,240.0,2019,0.03,26.0,0.32,73.0
2019,15.0,82.0,240.0,2020,0.02,26.0,0.01,64.0
2019,15.0,82.0,240.0,2021,0.01,26.0,0.0,68.0
2019,15.0,82.0,240.0,2022,0.03,24.0,0.0,69.0
2019,15.0,82.0,240.0,2023,0.03,24.0,0.0,66.0
2020,15.0,85.0,240.0,2000,0.02,68.0,0.17,19.0
2020,15.0,85.0,240.0,2001,0.01,63.0,0.3,26.0
2020,15.0,85.0,240.0,2002,0.01,57.0,0.27,34.0
2020,15.0,85.0,240.0,2003,0.01,58.0,0.29,32.0
2020,15.0,85.0,240.0,2004,0.01,51.0,0.29,41.0
2020,15.0,85.0,240.0,2005,0.02,47.0,0.31,47.0
2020,15.0,85.0,240.0,2006,0.02,43.0,0.32,53.0
2020,15.0,85.0,240.0,2007,0.02,39.0,0.33,59.0
2020,15.0,85.0,240.0,2008,0.02,40.0,0.36,56.0
2020,15.0,85.0,240.0,2009,0.02,44.0,0.41,50.0
2020,15.0,85.0,240.0,2010,0.02,43.0,0.43,52.0
2020,15.0,85.0,240.0,2011,0.03,44.0,0.47,50.0
2020,15.0,85.0,240.0,2012,0.03,44.0,0.5,50.0
2020,15.0,85.0,240.0,2013,0.03,43.0,0.51,51.0
2020,15.0,85.0,240.0,2014,0.03,43.0,0.51,51.0
2020,15.0,85.0,240.0,2015,0.03,39.0,0.47,56.0
2020,15.0,85.0,240.0,2016,0.03,34.0,0.41,64.0
2020,15.0,85.0,240.0,2017,0.03,30.0,0.36,69.0
2020,15.0,85.0,240.0,2018,0.03,29.0,0.35,70.0
2020,15.0,85.0,240.0,2019,0.03,26.0,0.32,73.0
2020,15.0,85.0,240.0,2020,0.02,26.0,0.01,64.0
2020,15.0,85.0,240.0,2021,0.01,26.0,0.0,68.0
2020,15.0,85.0,240.0,2022,0.03,24.0,0.0,69.0
2020,15.0,85.0,240.0,2023,0.03,24.0,0.0,66.0
2021,15.0,86.0,240.0,2000,0.02,68.0,0.17,19.0
2021,15.0,86.0,240.0,2001,0.01,63.0,0.3,26.0
2021,15.0,86.0,240.0,2002,0.01,57.0,0.27,34.0
2021,15.0,86.0,240.0,2003,0.01,58.0,0.29,32.0
2021,15.0,86.0,240.0,2004,0.01,51.0,0.29,41.0
2021,15.0,86.0,240.0,2005,0.02,47.0,0.31,47.0
2021,15.0,86.0,240.0,2006,0.02,43.0,0.32,53.0
2021,15.0,86.0,240.0,2007,0.02,39.0,0.33,59.0
2021,15.0,86.0,240.0,2008,0.02,40.0,0.36,56.0
2021,15.0,86.0,240.0,2009,0.02,44.0,0.41,50.0
2021,15.0,86.0,240.0,2010,0.02,43.0,0.43,52.0
2021,15.0,86.0,240.0,2011,0.03,44.0,0.47,50.0
2021,15.0,86.0,240.0,2012,0.03,44.0,0.5,50.0
2021,15.0,86.0,240.0,2013,0.03,43.0,0.51,51.0
2021,15.0,86.0,240.0,2014,0.03,43.0,0.51,51.0
2021,15.0,86.0,240.0,2015,0.03,39.0,0.47,56.0
2021,15.0,86.0,240.0,2016,0.03,34.0,0.41,64.0
2021,15.0,86.0,240.0,2017,0.03,30.0,0.36,69.0
2021,15.0,86.0,240.0,2018,0.03,29.0,0.35,70.0
2021,15.0,86.0,240.0,2019,0.03,26.0,0.32,73.0
2021,15.0,86.0,240.0,2020,0.02,26.0,0.01,64.0
2021,15.0,86.0,240.0,2021,0.01,26.0,0.0,68.0
2021,15.0,86.0,240.0,2022,0.03,24.0,0.0,69.0
2021,15.0,86.0,240.0,2023,0.03,24.0,0.0,66.0
2022,19.0,100.0,240.0,2000,0.02,68.0,0.17,19.0
2022,19.0,100.0,240.0,2001,0.01,63.0,0.3,26.0
2022,19.0,100.0,240.0,2002,0.01,57.0,0.27,34.0
2022,19.0,100.0,240.0,2003,0.01,58.0,0.29,32.0
2022,19.0,100.0,240.0,2004,0.01,51.0,0.29,41.0
2022,19.0,100.0,240.0,2005,0.02,47.0,0.31,47.0
2022,19.0,100.0,240.0,2006,0.02,43.0,0.32,53.0
2022,19.0,100.0,240.0,2007,0.02,39.0,0.33,59.0
2022,19.0,100.0,240.0,2008,0.02,40.0,0.36,56.0
2022,19.0,100.0,240.0,2009,0.02,44.0,0.41,50.0
2022,19.0,100.0,240.0,2010,0.02,43.0,0.43,52.0
2022,19.0,100.0,240.0,2011,0.03,44.0,0.47,50.0
2022,19.0,100.0,240.0,2012,0.03,44.0,0.5,50.0
2022,19.0,100.0,240.0,2013,0.03,43.0,0.51,51.0
2022,19.0,100.0,240.0,2014,0.03,43.0,0.51,51.0
2022,19.0,100.0,240.0,2015,0.03,39.0,0.47,56.0
2022,19.0,100.0,240.0,2016,0.03,34.0,0.41,64.0
2022,19.0,100.0,240.0,2017,0.03,30.0,0.36,69.0
2022,19.0,100.0,240.0,2018,0.03,29.0,0.35,70.0
2022,19.0,100.0,240.0,2019,0.03,26.0,0.32,73.0
2022,19.0,100.0,240.0,2020,0.02,26.0,0.01,64.0
2022,19.0,100.0,240.0,2021,0.01,26.0,0.0,68.0
2022,19.0,100.0,240.0,2022,0.03,24.0,0.0,69.0
2022,19.0,100.0,240.0,2023,0.03,24.0,0.0,66.0
2023,19.0,100.0,240.0,2000,0.02,68.0,0.17,19.0
2023,19.0,100.0,240.0,2001,0.01,63.0,0.3,26.0
2023,19.0,100.0,240.0,2002,0.01,57.0,0.27,34.0
2023,19.0,100.0,240.0,2003,0.01,58.0,0.29,32.0
2023,19.0,100.0,240.0,2004,0.01,51.0,0.29,41.0
2023,19.0,100.0,240.0,2005,0.02,47.0,0.31,47.0
2023,19.0,100.0,240.0,2006,0.02,43.0,0.32,53.0
2023,19.0,100.0,240.0,2007,0.02,39.0,0.33,59.0
2023,19.0,100.0,240.0,2008,0.02,40.0,0.36,56.0
2023,19.0,100.0,240.0,2009,0.02,44.0,0.41,50.0
2023,19.0,100.0,240.0,2010,0.02,43.0,0.43,52.0
2023,19.0,100.0,240.0,2011,0.03,44.0,0.47,50.0
2023,19.0,100.0,240.0,2012,0.03,44.0,0.5,50.0
2023,19.0,100.0,240.0,2013,0.03,43.0,0.51,51.0
2023,19.0,100.0,240.0,2014,0.03,43.0,0.51,51.0
2023,19.0,100.0,240.0,2015,0.03,39.0,0.47,56.0
2023,19.0,100.0,240.0,2016,0.03,34.0,0.41,64.0
2023,19.0,100.0,240.0,2017,0.03,30.0,0.36,69.0
2023,19.0,100.0,240.0,2018,0.03,29.0,0.35,70.0
2023,19.0,100.0,240.0,2019,0.03,26.0,0.32,73.0
2023,19.0,100.0,240.0,2020,0.02,26.0,0.01,64.0
2023,19.0,100.0,240.0,2021,0.01,26.0,0.0,68.0
2023,19.0,100.0,240.0,2022,0.03,24.0,0.0,69.0
2023,19.0,100.0,240.0,2023,0.03,24.0,0.0,66.0
2015,0.23,9.5,10.0,2000,0.15,0.73,0.01,86.0
2015,0.23,9.5,10.0,2001,0.14,0.65,0.01,86.0
2015,0.23,9.5,10.0,2002,0.15,0.63,0.01,87.0
2015,0.23,9.5,10.0,2003,0.18,0.6,0.01,87.0
2015,0.23,9.5,10.0,2004,0.22,0.84,0.02,87.0
2015,0.23,9.5,10.0,2005,0.27,0.39,0.02,87.0
2015,0.23,9.5,10.0,2006,0.34,0.35,0.03,87.0
2015,0.23,9.5,10.0,2007,0.42,0.52,0.04,87.0
2015,0.23,9.5,10.0,2008,0.5,0.53,0.04,87.0
2015,0.23,9.5,10.0,2009,0.59,0.17,0.05,87.0
2015,0.23,9.5,10.0,2010,0.68,0.29,0.06,88.0
2015,0.23,9.5,10.0,2011,0.77,0.29,0.07,87.0
2015,0.23,9.5,10.0,2012,0.86,0.29,0.07,87.0
2015,0.23,9.5,10.0,2013,0.91,0.29,0.09,87.0
2015,0.23,9.5,10.0,2014,0.94,0.29,0.08,87.0
2015,0.23,9.5,10.0,2015,0.95,0.29,0.07,87.0
2015,0.23,9.5,10.0,2016,0.97,0.29,0.07,87.0
2015,0.23,9.5,10.0,2017,0.98,0.29,0.09,87.0
2015,0.23,9.5,10.0,2018,0.97,0.29,0.07,87.0
2015,0.23,9.5,10.0,2019,2.2,0.29,0.06,87.0
2015,0.23,9.5,10.0,2020,1.0,0.32,0.08,54.0
2015,0.23,9.5,10.0,2021,0.41,0.26,0.11,61.0
2015,0.23,9.5,10.0,2022,0.38,0.25,0.11,67.0
2015,0.23,9.5,10.0,2023,1.1,0.24,0.1,71.0
2016,0.23,9.7,10.0,2000,0.15,0.73,0.01,86.0
2016,0.23,9.7,10.0,2001,0.14,0.65,0.01,86.0
2016,0.23,9.7,10.0,2002,0.15,0.63,0.01,87.0
2016,0.23,9.7,10.0,2003,0.18,0.6,0.01,87.0
2016,0.23,9.7,10.0,2004,0.22,0.84,0.02,87.0
2016,0.23,9.7,10.0,2005,0.27,0.39,0.02,87.0
2016,0.23,9.7,10.0,2006,0.34,0.35,0.03,87.0
2016,0.23,9.7,10.0,2007,0.42,0.52,0.04,87.0
2016,0.23,9.7,10.0,2008,0.5,0.53,0.04,87.0
2016,0.23,9.7,10.0,2009,0.59,0.17,0.05,87.0
2016,0.23,9.7,10.0,2010,0.68,0.29,0.06,88.0
2016,0.23,9.7,10.0,2011,0.77,0.29,0.07,87.0
2016,0.23,9.7,10.0,2012,0.86,0.29,0.07,87.0
2016,0.23,9.7,10.0,2013,0.91,0.29,0.09,87.0
2016,0.23,9.7,10.0,2014,0.94,0.29,0.08,87.0
2016,0.23,9.7,10.0,2015,0.95,0.29,0.07,87.0
2016,0.23,9.7,10.0,2016,0.97,0.29,0.07,87.0
2016,0.23,9.7,10.0,2017,0.98,0.29,0.09,87.0
2016,0.23,9.7,10.0,2018,0.97,0.29,0.07,87.0
2016,0.23,9.7,10.0,2019,2.2,0.29,0.06,87.0
2016,0.23,9.7,10.0,2020,1.0,0.32,0.08,54.0
2016,0.23,9.7,10.0,2021,0.41,0.26,0.11,61.0
2016,0.23,9.7,10.0,2022,0.38,0.25,0.11,67.0
2016,0.23,9.7,10.0,2023,1.1,0.24,0.1,71.0
2017,5.9,58.0,10.0,2000,0.15,0.73,0.01,86.0
2017,5.9,58.0,10.0,2001,0.14,0.65,0.01,86.0
2017,5.9,58.0,10.0,2002,0.15,0.63,0.01,87.0
2017,5.9,58.0,10.0,2003,0.18,0.6,0.01,87.0
2017,5.9,58.0,10.0,2004,0.22,0.84,0.02,87.0
2017,5.9,58.0,10.0,2005,0.27,0.39,0.02,87.0
2017,5.9,58.0,10.0,2006,0.34,0.35,0.03,87.0
2017,5.9,58.0,10.0,2007,0.42,0.52,0.04,87.0
2017,5.9,58.0,10.0,2008,0.5,0.53,0.04,87.0
2017,5.9,58.0,10.0,2009,0.59,0.17,0.05,87.0
2017,5.9,58.0,10.0,2010,0.68,0.29,0.06,88.0
2017,5.9,58.0,10.0,2011,0.77,0.29,0.07,87.0
2017,5.9,58.0,10.0,2012,0.86,0.29,0.07,87.0
2017,5.9,58.0,10.0,2013,0.91,0.29,0.09,87.0
2017,5.9,58.0,10.0,2014,0.94,0.29,0.08,87.0
2017,5.9,58.0,10.0,2015,0.95,0.29,0.07,87.0
2017,5.9,58.0,10.0,2016,0.97,0.29,0.07,87.0
2017,5.9,58.0,10.0,2017,0.98,0.29,0.09,87.0
2017,5.9,58.0,10.0,2018,0.97,0.29,0.07,87.0
2017,5.9,58.0,10.0,2019,2.2,0.29,0.06,87.0
2017,5.9,58.0,10.0,2020,1.0,0.32,0.08,54.0
2017,5.9,58.0,10.0,2021,0.41,0.26,0.11,61.0
2017,5.9,58.0,10.0,2022,0.38,0.25,0.11,67.0
2017,5.9,58.0,10.0,2023,1.1,0.24,0.1,71.0
2018,10.0,70.0,10.0,2000,0.15,0.73,0.01,86.0
2018,10.0,70.0,10.0,2001,0.14,0.65,0.01,86.0
2018,10.0,70.0,10.0,2002,0.15,0.63,0.01,87.0
2018,10.0,70.0,10.0,2003,0.18,0.6,0.01,87.0
2018,10.0,70.0,10.0,2004,0.22,0.84,0.02,87.0
2018,10.0,70.0,10.0,2005,0.27,0.39,0.02,87.0
2018,10.0,70.0,10.0,2006,0.34,0.35,0.03,87.0
2018,10.0,70.0,10.0,2007,0.42,0.52,0.04,87.0
2018,10.0,70.0,10.0,2008,0.5,0.53,0.04,87.0
2018,10.0,70.0,10.0,2009,0.59,0.17,0.05,87.0
2018,10.0,70.0,10.0,2010,0.68,0.29,0.06,88.0
2018,10.0,70.0,10.0,2011,0.77,0.29,0.07,87.0
2018,10.0,70.0,10.0,2012,0.86,0.29,0.07,87.0
2018,10.0,70.0,10.0,2013,0.91,0.29,0.09,87.0
2018,10.0,70.0,10.0,2014,0.94,0.29,0.08,87.0
2018,10.0,70.0,10.0,2015,0.95,0.29,0.07,87.0
2018,10.0,70.0,10.0,2016,0.97,0.29,0.07,87.0
2018,10.0,70.0,10.0,2017,0.98,0.29,0.09,87.0
2018,10.0,70.0,10.0,2018,0.97,0.29,0.07,87.0
2018,10.0,70.0,10.0,2019,2.2,0.29,0.06,87.0
2018,10.0,70.0,10.0,2020,1.0,0.32,0.08,54.0
2018,10.0,70.0,10.0,2021,0.41,0.26,0.11,61.0
2018,10.0,70.0,10.0,2022,0.38,0.25,0.11,67.0
2018,10.0,70.0,10.0,2023,1.1,0.24,0.1,71.0
2019,11.0,100.0,10.0,2000,0.15,0.73,0.01,86.0
2019,11.0,100.0,10.0,2001,0.14,0.65,0.01,86.0
2019,11.0,100.0,10.0,2002,0.15,0.63,0.01,87.0
2019,11.0,100.0,10.0,2003,0.18,0.6,0.01,87.0
2019,11.0,100.0,10.0,2004,0.22,0.84,0.02,87.0
2019,11.0,100.0,10.0,2005,0.27,0.39,0.02,87.0
2019,11.0,100.0,10.0,2006,0.34,0.35,0.03,87.0
2019,11.0,100.0,10.0,2007,0.42,0.52,0.04,87.0
2019,11.0,100.0,10.0,2008,0.5,0.53,0.04,87.0
2019,11.0,100.0,10.0,2009,0.59,0.17,0.05,87.0
2019,11.0,100.0,10.0,2010,0.68,0.29,0.06,88.0
2019,11.0,100.0,10.0,2011,0.77,0.29,0.07,87.0
2019,11.0,100.0,10.0,2012,0.86,0.29,0.07,87.0
2019,11.0,100.0,10.0,2013,0.91,0.29,0.09,87.0
2019,11.0,100.0,10.0,2014,0.94,0.29,0.08,87.0
2019,11.0,100.0,10.0,2015,0.95,0.29,0.07,87.0
2019,11.0,100.0,10.0,2016,0.97,0.29,0.07,87.0
2019,11.0,100.0,10.0,2017,0.98,0.29,0.09,87.0
2019,11.0,100.0,10.0,2018,0.97,0.29,0.07,87.0
2019,11.0,100.0,10.0,2019,2.2,0.29,0.06,87.0
2019,11.0,100.0,10.0,2020,1.0,0.32,0.08,54.0
2019,11.0,100.0,10.0,2021,0.41,0.26,0.11,61.0
2019,11.0,100.0,10.0,2022,0.38,0.25,0.11,67.0
2019,11.0,100.0,10.0,2023,1.1,0.24,0.1,71.0
2020,5.5,31.0,6.5,2000,0.15,0.73,0.01,86.0
2020,5.5,31.0,6.5,2001,0.14,0.65,0.01,86.0
2020,5.5,31.0,6.5,2002,0.15,0.63,0.01,87.0
2020,5.5,31.0,6.5,2003,0.18,0.6,0.01,87.0
2020,5.5,31.0,6.5,2004,0.22,0.84,0.02,87.0
2020,5.5,31.0,6.5,2005,0.27,0.39,0.02,87.0
2020,5.5,31.0,6.5,2006,0.34,0.35,0.03,87.0
2020,5.5,31.0,6.5,2007,0.42,0.52,0.04,87.0
2020,5.5,31.0,6.5,2008,0.5,0.53,0.04,87.0
2020,5.5,31.0,6.5,2009,0.59,0.17,0.05,87.0
2020,5.5,31.0,6.5,2010,0.68,0.29,0.06,88.0
2020,5.5,31.0,6.5,2011,0.77,0.29,0.07,87.0
2020,5.5,31.0,6.5,2012,0.86,0.29,0.07,87.0
2020,5.5,31.0,6.5,2013,0.91,0.29,0.09,87.0
2020,5.5,31.0,6.5,2014,0.94,0.29,0.08,87.0
2020,5.5,31.0,6.5,2015,0.95,0.29,0.07,87.0
2020,5.5,31.0,6.5,2016,0.97,0.29,0.07,87.0
2020,5.5,31.0,6.5,2017,0.98,0.29,0.09,87.0
2020,5.5,31.0,6.5,2018,0.97,0.29,0.07,87.0
2020,5.5,31.0,6.5,2019,2.2,0.29,0.06,87.0
2020,5.5,31.0,6.5,2020,1.0,0.32,0.08,54.0
2020,5.5,31.0,6.5,2021,0.41,0.26,0.11,61.0
2020,5.5,31.0,6.5,2022,0.38,0.25,0.11,67.0
2020,5.5,31.0,6.5,2023,1.1,0.24,0.1,71.0
2021,3.8,13.0,7.5,2000,0.15,0.73,0.01,86.0
2021,3.8,13.0,7.5,2001,0.14,0.65,0.01,86.0
2021,3.8,13.0,7.5,2002,0.15,0.63,0.01,87.0
2021,3.8,13.0,7.5,2003,0.18,0.6,0.01,87.0
2021,3.8,13.0,7.5,2004,0.22,0.84,0.02,87.0
2021,3.8,13.0,7.5,2005,0.27,0.39,0.02,87.0
2021,3.8,13.0,7.5,2006,0.34,0.35,0.03,87.0
2021,3.8,13.0,7.5,2007,0.42,0.52,0.04,87.0
2021,3.8,13.0,7.5,2008,0.5,0.53,0.04,87.0
2021,3.8,13.0,7.5,2009,0.59,0.17,0.05,87.0
2021,3.8,13.0,7.5,2010,0.68,0.29,0.06,88.0
2021,3.8,13.0,7.5,2011,0.77,0.29,0.07,87.0
2021,3.8,13.0,7.5,2012,0.86,0.29,0.07,87.0
2021,3.8,13.0,7.5,2013,0.91,0.29,0.09,87.0
2021,3.8,13.0,7.5,2014,0.94,0.29,0.08,87.0
2021,3.8,13.0,7.5,2015,0.95,0.29,0.07,87.0
2021,3.8,13.0,7.5,2016,0.97,0.29,0.07,87.0
2021,3.8,13.0,7.5,2017,0.98,0.29,0.09,87.0
2021,3.8,13.0,7.5,2018,0.97,0.29,0.07,87.0
2021,3.8,13.0,7.5,2019,2.2,0.29,0.06,87.0
2021,3.8,13.0,7.5,2020,1.0,0.32,0.08,54.0
2021,3.8,13.0,7.5,2021,0.41,0.26,0.11,61.0
2021,3.8,13.0,7.5,2022,0.38,0.25,0.11,67.0
2021,3.8,13.0,7.5,2023,1.1,0.24,0.1,71.0
2022,5.3,25.0,8.0,2000,0.15,0.73,0.01,86.0
2022,5.3,25.0,8.0,2001,0.14,0.65,0.01,86.0
2022,5.3,25.0,8.0,2002,0.15,0.63,0.01,87.0
2022,5.3,25.0,8.0,2003,0.18,0.6,0.01,87.0
2022,5.3,25.0,8.0,2004,0.22,0.84,0.02,87.0
2022,5.3,25.0,8.0,2005,0.27,0.39,0.02,87.0
2022,5.3,25.0,8.0,2006,0.34,0.35,0.03,87.0
2022,5.3,25.0,8.0,2007,0.42,0.52,0.04,87.0
2022,5.3,25.0,8.0,2008,0.5,0.53,0.04,87.0
2022,5.3,25.0,8.0,2009,0.59,0.17,0.05,87.0
2022,5.3,25.0,8.0,2010,0.68,0.29,0.06,88.0
2022,5.3,25.0,8.0,2011,0.77,0.29,0.07,87.0
2022,5.3,25.0,8.0,2012,0.86,0.29,0.07,87.0
2022,5.3,25.0,8.0,2013,0.91,0.29,0.09,87.0
2022,5.3,25.0,8.0,2014,0.94,0.29,0.08,87.0
2022,5.3,25.0,8.0,2015,0.95,0.29,0.07,87.0
2022,5.3,25.0,8.0,2016,0.97,0.29,0.07,87.0
2022,5.3,25.0,8.0,2017,0.98,0.29,0.09,87.0
2022,5.3,25.0,8.0,2018,0.97,0.29,0.07,87.0
2022,5.3,25.0,8.0,2019,2.2,0.29,0.06,87.0
2022,5.3,25.0,8.0,2020,1.0,0.32,0.08,54.0
2022,5.3,25.0,8.0,2021,0.41,0.26,0.11,61.0
2022,5.3,25.0,8.0,2022,0.38,0.25,0.11,67.0
2022,5.3,25.0,8.0,2023,1.1,0.24,0.1,71.0
2023,8.8,68.0,7.4,2000,0.15,0.73,0.01,86.0
