anio,prevalencia_contactos,porcentaje_ninos,elegibles_tratamiento,year,e_tbhiv_prct,e_mort_exc_tbhiv_100k,e_mort_tbhiv_100k,c_cdr
2022,10.0,55.0,37.0,2008,3.005033407572383,14.0,0.0,61.0
2022,10.0,55.0,37.0,2009,40.0,4.6,6.3,80.0
2022,10.0,55.0,37.0,2010,40.0,6.1,8.1,70.0
2022,10.0,55.0,37.0,2011,3.005033407572383,11.0,0.0,67.0
2022,10.0,55.0,37.0,2012,3.005033407572383,7.7,0.0,78.0
2022,10.0,55.0,37.0,2013,3.005033407572383,7.7,0.0,77.0
2022,10.0,55.0,37.0,2014,3.005033407572383,9.9,0.0,69.0
2022,10.0,55.0,37.0,2015,3.005033407572383,6.9,0.0,82.0
2022,10.0,55.0,37.0,2016,3.005033407572383,9.9,0.0,65.0
2022,10.0,55.0,37.0,2017,0.0,9.2,0.0,64.0
2022,10.0,55.0,37.0,2018,0.0,7.5,0.0,69.0
2022,10.0,55.0,37.0,2019,0.0,5.4,0.0,77.0
2022,10.0,55.0,37.0,2020,0.0,6.7,0.0,67.0
2022,10.0,55.0,37.0,2021,0.0,8.8,0.0,54.0
2022,10.0,55.0,37.0,2022,0.0,7.1,0.0,65.0
2022,10.0,55.0,37.0,2023,1.2,5.2,0.13,76.0
2023,10.0,57.93452857539005,37.0,2000,3.005033407572383,14.0,0.0,75.0
2023,10.0,57.93452857539005,37.0,2001,3.005033407572383,16.0,0.0,74.0
2023,10.0,57.93452857539005,37.0,2002,3.005033407572383,8.9,0.0,74.0
2023,10.0,57.93452857539005,37.0,2003,3.005033407572383,8.7,0.0,75.0
2023,10.0,57.93452857539005,37.0,2004,3.005033407572383,14.0,0.0,65.0
2023,10.0,57.93452857539005,37.0,2005,3.005033407572383,21.0,0.0,44.0
2023,10.0,57.93452857539005,37.0,2006,3.005033407572383,10.0,0.0,75.0
2023,10.0,57.93452857539005,37.0,2007,3.005033407572383,11.0,0.0,72.0
2023,10.0,57.93452857539005,37.0,2008,3.005033407572383,14.0,0.0,61.0
2023,10.0,57.93452857539005,37.0,2009,40.0,4.6,6.3,80.0
2023,10.0,57.93452857539005,37.0,2010,40.0,6.1,8.1,70.0
2023,10.0,57.93452857539005,37.0,2011,3.005033407572383,11.0,0.0,67.0
2023,10.0,57.93452857539005,37.0,2012,3.005033407572383,7.7,0.0,78.0
2023,10.0,57.93452857539005,37.0,2013,3.005033407572383,7.7,0.0,77.0
2023,10.0,57.93452857539005,37.0,2014,3.005033407572383,9.9,0.0,69.0
2023,10.0,57.93452857539005,37.0,2015,3.005033407572383,6.9,0.0,82.0
2023,10.0,57.93452857539005,37.0,2016,3.005033407572383,9.9,0.0,65.0
2023,10.0,57.93452857539005,37.0,2017,0.0,9.2,0.0,64.0
2023,10.0,57.93452857539005,37.0,2018,0.0,7.5,0.0,69.0
2023,10.0,57.93452857539005,37.0,2019,0.0,5.4,0.0,77.0
2023,10.0,57.93452857539005,37.0,2020,0.0,6.7,0.0,67.0
2023,10.0,57.93452857539005,37.0,2021,0.0,8.8,0.0,54.0
2023,10.0,57.93452857539005,37.0,2022,0.0,7.1,0.0,65.0
2023,10.0,57.93452857539005,37.0,2023,1.2,5.2,0.13,76.0
2015,3.8,100.0,400.0,2000,21.0,2.7,1.6,79.0
2015,3.8,100.0,400.0,2001,22.0,3.1,1.6,79.0
2015,3.8,100.0,400.0,2002,21.0,2.8,1.5,79.0
2015,3.8,100.0,400.0,2003,20.0,2.9,1.5,79.0
2015,3.8,100.0,400.0,2004,19.0,2.8,1.4,79.0
2015,3.8,100.0,400.0,2005,17.0,2.5,1.2,79.0
2015,3.8,100.0,400.0,2006,15.0,2.5,1.0,79.0
2015,3.8,100.0,400.0,2007,13.0,2.5,0.86,79.0
2015,3.8,100.0,400.0,2008,11.0,2.4,0.75,79.0
2015,3.8,100.0,400.0,2009,10.0,2.1,0.66,79.0
2015,3.8,100.0,400.0,2010,9.2,2.4,0.59,79.0
2015,3.8,100.0,400.0,2011,13.0,2.0,0.78,79.0
2015,3.8,100.0,400.0,2012,12.0,2.2,0.74,79.0
2015,3.8,100.0,400.0,2013,11.0,2.3,0.7,80.0
2015,3.8,100.0,400.0,2014,10.0,2.4,0.63,79.0
2015,3.8,100.0,400.0,2015,11.0,2.3,0.73,79.0
2015,3.8,100.0,400.0,2016,11.0,3.1,0.89,78.0
2015,3.8,100.0,400.0,2017,8.2,2.4,0.85,77.0
2015,3.8,100.0,400.0,2018,8.0,2.4,0.87,78.0
2015,3.8,100.0,400.0,2019,7.8,2.4,0.8,79.0
2015,3.8,100.0,400.0,2020,7.8,2.4,1.1,73.0
2015,3.8,100.0,400.0,2021,7.8,3.1,1.3,72.0
2015,3.8,100.0,400.0,2022,7.8,2.0,1.2,77.0
2015,3.8,100.0,400.0,2023,7.8,2.0,1.2,81.0
2016,3.8,100.0,480.0,2000,21.0,2.7,1.6,79.0
2016,3.8,100.0,480.0,2001,22.0,3.1,1.6,79.0
2016,3.8,100.0,480.0,2002,21.0,2.8,1.5,79.0
2016,3.8,100.0,480.0,2003,20.0,2.9,1.5,79.0
2016,3.8,100.0,480.0,2004,19.0,2.8,1.4,79.0
2016,3.8,100.0,480.0,2005,17.0,2.5,1.2,79.0
2016,3.8,100.0,480.0,2006,15.0,2.5,1.0,79.0
2016,3.8,100.0,480.0,2007,13.0,2.5,0.86,79.0
2016,3.8,100.0,480.0,2008,11.0,2.4,0.75,79.0
2016,3.8,100.0,480.0,2009,10.0,2.1,0.66,79.0
2016,3.8,100.0,480.0,2010,9.2,2.4,0.59,79.0
2016,3.8,100.0,480.0,2011,13.0,2.0,0.78,79.0
2016,3.8,100.0,480.0,2012,12.0,2.2,0.74,79.0
2016,3.8,100.0,480.0,2013,11.0,2.3,0.7,80.0
2016,3.8,100.0,480.0,2014,10.0,2.4,0.63,79.0
2016,3.8,100.0,480.0,2015,11.0,2.3,0.73,79.0
2016,3.8,100.0,480.0,2016,11.0,3.1,0.89,78.0
2016,3.8,100.0,480.0,2017,8.2,2.4,0.85,77.0
2016,3.8,100.0,480.0,2018,8.0,2.4,0.87,78.0
2016,3.8,100.0,480.0,2019,7.8,2.4,0.8,79.0
2016,3.8,100.0,480.0,2020,7.8,2.4,1.1,73.0
2016,3.8,100.0,480.0,2021,7.8,3.1,1.3,72.0
2016,3.8,100.0,480.0,2022,7.8,2.0,1.2,77.0
2016,3.8,100.0,480.0,2023,7.8,2.0,1.2,81.0
2017,11.0,94.0,690.0,2000,21.0,2.7,1.6,79.0
2017,11.0,94.0,690.0,2001,22.0,3.1,1.6,79.0
2017,11.0,94.0,690.0,2002,21.0,2.8,1.5,79.0
2017,11.0,94.0,690.0,2003,20.0,2.9,1.5,79.0
2017,11.0,94.0,690.0,2004,19.0,2.8,1.4,79.0
2017,11.0,94.0,690.0,2005,17.0,2.5,1.2,79.0
2017,11.0,94.0,690.0,2006,15.0,2.5,1.0,79.0
2017,11.0,94.0,690.0,2007,13.0,2.5,0.86,79.0
2017,11.0,94.0,690.0,2008,11.0,2.4,0.75,79.0
2017,11.0,94.0,690.0,2009,10.0,2.1,0.66,79.0
2017,11.0,94.0,690.0,2010,9.2,2.4,0.59,79.0
2017,11.0,94.0,690.0,2011,13.0,2.0,0.78,79.0
2017,11.0,94.0,690.0,2012,12.0,2.2,0.74,79.0
2017,11.0,94.0,690.0,2013,11.0,2.3,0.7,80.0
2017,11.0,94.0,690.0,2014,10.0,2.4,0.63,79.0
2017,11.0,94.0,690.0,2015,11.0,2.3,0.73,79.0
2017,11.0,94.0,690.0,2016,11.0,3.1,0.89,78.0
2017,11.0,94.0,690.0,2017,8.2,2.4,0.85,77.0
2017,11.0,94.0,690.0,2018,8.0,2.4,0.87,78.0
2017,11.0,94.0,690.0,2019,7.8,2.4,0.8,79.0
2017,11.0,94.0,690.0,2020,7.8,2.4,1.1,73.0
2017,11.0,94.0,690.0,2021,7.8,3.1,1.3,72.0
2017,11.0,94.0,690.0,2022,7.8,2.0,1.2,77.0
2017,11.0,94.0,690.0,2023,7.8,2.0,1.2,81.0
2018,8.8,94.0,690.0,2000,21.0,2.7,1.6,79.0
2018,8.8,94.0,690.0,2001,22.0,3.1,1.6,79.0
2018,8.8,94.0,690.0,2002,21.0,2.8,1.5,79.0
2018,8.8,94.0,690.0,2003,20.0,2.9,1.5,79.0
2018,8.8,94.0,690.0,2004,19.0,2.8,1.4,79.0
2018,8.8,94.0,690.0,2005,17.0,2.5,1.2,79.0
2018,8.8,94.0,690.0,2006,15.0,2.5,1.0,79.0
2018,8.8,94.0,690.0,2007,13.0,2.5,0.86,79.0
2018,8.8,94.0,690.0,2008,11.0,2.4,0.75,79.0
2018,8.8,94.0,690.0,2009,10.0,2.1,0.66,79.0
2018,8.8,94.0,690.0,2010,9.2,2.4,0.59,79.0
2018,8.8,94.0,690.0,2011,13.0,2.0,0.78,79.0
2018,8.8,94.0,690.0,2012,12.0,2.2,0.74,79.0
2018,8.8,94.0,690.0,2013,11.0,2.3,0.7,80.0
2018,8.8,94.0,690.0,2014,10.0,2.4,0.63,79.0
2018,8.8,94.0,690.0,2015,11.0,2.3,0.73,79.0
2018,8.8,94.0,690.0,2016,11.0,3.1,0.89,78.0
2018,8.8,94.0,690.0,2017,8.2,2.4,0.85,77.0
2018,8.8,94.0,690.0,2018,8.0,2.4,0.87,78.0
2018,8.8,94.0,690.0,2019,7.8,2.4,0.8,79.0
2018,8.8,94.0,690.0,2020,7.8,2.4,1.1,73.0
2018,8.8,94.0,690.0,2021,7.8,3.1,1.3,72.0
2018,8.8,94.0,690.0,2022,7.8,2.0,1.2,77.0
2018,8.8,94.0,690.0,2023,7.8,2.0,1.2,81.0
2019,6.1,96.0,640.0,2000,21.0,2.7,1.6,79.0
2019,6.1,96.0,640.0,2001,22.0,3.1,1.6,79.0
2019,6.1,96.0,640.0,2002,21.0,2.8,1.5,79.0
2019,6.1,96.0,640.0,2003,20.0,2.9,1.5,79.0
2019,6.1,96.0,640.0,2004,19.0,2.8,1.4,79.0
2019,6.1,96.0,640.0,2005,17.0,2.5,1.2,79.0
2019,6.1,96.0,640.0,2006,15.0,2.5,1.0,79.0
2019,6.1,96.0,640.0,2007,13.0,2.5,0.86,79.0
2019,6.1,96.0,640.0,2008,11.0,2.4,0.75,79.0
2019,6.1,96.0,640.0,2009,10.0,2.1,0.66,79.0
2019,6.1,96.0,640.0,2010,9.2,2.4,0.59,79.0
2019,6.1,96.0,640.0,2011,13.0,2.0,0.78,79.0
2019,6.1,96.0,640.0,2012,12.0,2.2,0.74,79.0
2019,6.1,96.0,640.0,2013,11.0,2.3,0.7,80.0
2019,6.1,96.0,640.0,2014,10.0,2.4,0.63,79.0
2019,6.1,96.0,640.0,2015,11.0,2.3,0.73,79.0
2019,6.1,96.0,640.0,2016,11.0,3.1,0.89,78.0
2019,6.1,96.0,640.0,2017,8.2,2.4,0.85,77.0
2019,6.1,96.0,640.0,2018,8.0,2.4,0.87,78.0
2019,6.1,96.0,640.0,2019,7.8,2.4,0.8,79.0
2019,6.1,96.0,640.0,2020,7.8,2.4,1.1,73.0
2019,6.1,96.0,640.0,2021,7.8,3.1,1.3,72.0
2019,6.1,96.0,640.0,2022,7.8,2.0,1.2,77.0
2019,6.1,96.0,640.0,2023,7.8,2.0,1.2,81.0
2020,2.3,47.0,560.0,2000,21.0,2.7,1.6,79.0
2020,2.3,47.0,560.0,2001,22.0,3.1,1.6,79.0
2020,2.3,47.0,560.0,2002,21.0,2.8,1.5,79.0
2020,2.3,47.0,560.0,2003,20.0,2.9,1.5,79.0
2020,2.3,47.0,560.0,2004,19.0,2.8,1.4,79.0
2020,2.3,47.0,560.0,2005,17.0,2.5,1.2,79.0
2020,2.3,47.0,560.0,2006,15.0,2.5,1.0,79.0
2020,2.3,47.0,560.0,2007,13.0,2.5,0.86,79.0
2020,2.3,47.0,560.0,2008,11.0,2.4,0.75,79.0
2020,2.3,47.0,560.0,2009,10.0,2.1,0.66,79.0
2020,2.3,47.0,560.0,2010,9.2,2.4,0.59,79.0
2020,2.3,47.0,560.0,2011,13.0,2.0,0.78,79.0
2020,2.3,47.0,560.0,2012,12.0,2.2,0.74,79.0
2020,2.3,47.0,560.0,2013,11.0,2.3,0.7,80.0
2020,2.3,47.0,560.0,2014,10.0,2.4,0.63,79.0
2020,2.3,47.0,560.0,2015,11.0,2.3,0.73,79.0
2020,2.3,47.0,560.0,2016,11.0,3.1,0.89,78.0
2020,2.3,47.0,560.0,2017,8.2,2.4,0.85,77.0
2020,2.3,47.0,560.0,2018,8.0,2.4,0.87,78.0
2020,2.3,47.0,560.0,2019,7.8,2.4,0.8,79.0
2020,2.3,47.0,560.0,2020,7.8,2.4,1.1,73.0
2020,2.3,47.0,560.0,2021,7.8,3.1,1.3,72.0
2020,2.3,47.0,560.0,2022,7.8,2.0,1.2,77.0
2020,2.3,47.0,560.0,2023,7.8,2.0,1.2,81.0
2021,3.1,55.0,550.0,2000,21.0,2.7,1.6,79.0
2021,3.1,55.0,550.0,2001,22.0,3.1,1.6,79.0
2021,3.1,55.0,550.0,2002,21.0,2.8,1.5,79.0
2021,3.1,55.0,550.0,2003,20.0,2.9,1.5,79.0
2021,3.1,55.0,550.0,2004,19.0,2.8,1.4,79.0
2021,3.1,55.0,550.0,2005,17.0,2.5,1.2,79.0
2021,3.1,55.0,550.0,2006,15.0,2.5,1.0,79.0
2021,3.1,55.0,550.0,2007,13.0,2.5,0.86,79.0
2021,3.1,55.0,550.0,2008,11.0,2.4,0.75,79.0
2021,3.1,55.0,550.0,2009,10.0,2.1,0.66,79.0
2021,3.1,55.0,550.0,2010,9.2,2.4,0.59,79.0
2021,3.1,55.0,550.0,2011,13.0,2.0,0.78,79.0
2021,3.1,55.0,550.0,2012,12.0,2.2,0.74,79.0
2021,3.1,55.0,550.0,2013,11.0,2.3,0.7,80.0
2021,3.1,55.0,550.0,2014,10.0,2.4,0.63,79.0
2021,3.1,55.0,550.0,2015,11.0,2.3,0.73,79.0
2021,3.1,55.0,550.0,2016,11.0,3.1,0.89,78.0
2021,3.1,55.0,550.0,2017,8.2,2.4,0.85,77.0
2021,3.1,55.0,550.0,2018,8.0,2.4,0.87,78.0
2021,3.1,55.0,550.0,2019,7.8,2.4,0.8,79.0
2021,3.1,55.0,550.0,2020,7.8,2.4,1.1,73.0
2021,3.1,55.0,550.0,2021,7.8,3.1,1.3,72.0
2021,3.1,55.0,550.0,2022,7.8,2.0,1.2,77.0
2021,3.1,55.0,550.0,2023,7.8,2.0,1.2,81.0
2022,13.0,100.0,600.0,2000,21.0,2.7,1.6,79.0
2022,13.0,100.0,600.0,2001,22.0,3.1,1.6,79.0
2022,13.0,100.0,600.0,2002,21.0,2.8,1.5,79.0
2022,13.0,100.0,600.0,2003,20.0,2.9,1.5,79.0
2022,13.0,100.0,600.0,2004,19.0,2.8,1.4,79.0
2022,13.0,100.0,600.0,2005,17.0,2.5,1.2,79.0
2022,13.0,100.0,600.0,2006,15.0,2.5,1.0,79.0
2022,13.0,100.0,600.0,2007,13.0,2.5,0.86,79.0
2022,13.0,100.0,600.0,2008,11.0,2.4,0.75,79.0
2022,13.0,100.0,600.0,2009,10.0,2.1,0.66,79.0
2022,13.0,100.0,600.0,2010,9.2,2.4,0.59,79.0
2022,13.0,100.0,600.0,2011,13.0,2.0,0.78,79.0
2022,13.0,100.0,600.0,2012,12.0,2.2,0.74,79.0
2022,13.0,100.0,600.0,2013,11.0,2.3,0.7,80.0
2022,13.0,100.0,600.0,2014,10.0,2.4,0.63,79.0
2022,13.0,100.0,600.0,2015,11.0,2.3,0.73,79.0
2022,13.0,100.0,600.0,2016,11.0,3.1,0.89,78.0
2022,13.0,100.0,600.0,2017,8.2,2.4,0.85,77.0
2022,13.0,100.0,600.0,2018,8.0,2.4,0.87,78.0
2022,13.0,100.0,600.0,2019,7.8,2.4,0.8,79.0
2022,13.0,100.0,600.0,2020,7.8,2.4,1.1,73.0
2022,13.0,100.0,600.0,2021,7.8,3.1,1.3,72.0
2022,13.0,100.0,600.0,2022,7.8,2.0,1.2,77.0
2022,13.0,100.0,600.0,2023,7.8,2.0,1.2,81.0
2023,9.3,100.0,650.0,2000,21.0,2.7,1.6,79.0
2023,9.3,100.0,650.0,2001,22.0,3.1,1.6,79.0
2023,9.3,100.0,650.0,2002,21.0,2.8,1.5,79.0
2023,9.3,100.0,650.0,2003,20.0,2.9,1.5,79.0
2023,9.3,100.0,650.0,2004,19.0,2.8,1.4,79.0
2023,9.3,100.0,650.0,2005,17.0,2.5,1.2,79.0
2023,9.3,100.0,650.0,2006,15.0,2.5,1.0,79.0
2023,9.3,100.0,650.0,2007,13.0,2.5,0.86,79.0
2023,9.3,100.0,650.0,2008,11.0,2.4,0.75,79.0
2023,9.3,100.0,650.0,2009,10.0,2.1,0.66,79.0
2023,9.3,100.0,650.0,2010,9.2,2.4,0.59,79.0
2023,9.3,100.0,650.0,2011,13.0,2.0,0.78,79.0
2023,9.3,100.0,650.0,2012,12.0,2.2,0.74,79.0
2023,9.3,100.0,650.0,2013,11.0,2.3,0.7,80.0
2023,9.3,100.0,650.0,2014,10.0,2.4,0.63,79.0
2023,9.3,100.0,650.0,2015,11.0,2.3,0.73,79.0
2023,9.3,100.0,650.0,2016,11.0,3.1,0.89,78.0
2023,9.3,100.0,650.0,2017,8.2,2.4,0.85,77.0
2023,9.3,100.0,650.0,2018,8.0,2.4,0.87,78.0
2023,9.3,100.0,650.0,2019,7.8,2.4,0.8,79.0
2023,9.3,100.0,650.0,2020,7.8,2.4,1.1,73.0
2023,9.3,100.0,650.0,2021,7.8,3.1,1.3,72.0
2023,9.3,100.0,650.0,2022,7.8,2.0,1.2,77.0
2023,9.3,100.0,650.0,2023,7.8,2.0,1.2,81.0
2015,1.4,12.0,240.0,2000,6.6,37.0,3.9,39.0
2015,1.4,12.0,240.0,2001,5.9,35.0,3.8,40.0
2015,1.4,12.0,240.0,2002,5.4,32.0,7.3,43.0
2015,1.4,12.0,240.0,2003,5.3,32.0,7.5,42.0
2015,1.4,12.0,240.0,2004,5.4,28.0,7.4,45.0
2015,1.4,12.0,240.0,2005,5.8,28.0,8.2,44.0
2015,1.4,12.0,240.0,2006,6.3,26.0,8.7,46.0
2015,1.4,12.0,240.0,2007,4.4,25.0,5.2,46.0
2015,1.4,12.0,240.0,2008,3.8,23.0,4.2,47.0
2015,1.4,12.0,240.0,2009,6.9,22.0,4.6,47.0
2015,1.4,12.0,240.0,2010,6.9,21.0,4.1,48.0
2015,1.4,12.0,240.0,2011,7.1,19.0,4.0,50.0
2015,1.4,12.0,240.0,2012,7.0,17.0,6.3,52.0
2015,1.4,12.0,240.0,2013,6.2,17.0,5.4,52.0
2015,1.4,12.0,240.0,2014,5.2,16.0,4.3,53.0
2015,1.4,12.0,240.0,2015,4.3,15.0,3.3,54.0
2015,1.4,12.0,240.0,2016,3.3,13.0,2.4,56.0
2015,1.4,12.0,240.0,2017,3.7,12.0,2.5,57.0
2015,1.4,12.0,240.0,2018,3.4,11.0,2.3,57.0
2015,1.4,12.0,240.0,2019,3.3,9.8,2.0,60.0
2015,1.4,12.0,240.0,2020,3.3,8.9,1.8,59.0
2015,1.4,12.0,240.0,2021,3.0,9.4,2.2,47.0
2015,1.4,12.0,240.0,2022,2.5,11.0,2.7,58.0
2015,1.4,12.0,240.0,2023,2.5,11.0,2.4,57.0
2016,2.4,20.0,240.0,2000,6.6,37.0,3.9,39.0
2016,2.4,20.0,240.0,2001,5.9,35.0,3.8,40.0
2016,2.4,20.0,240.0,2002,5.4,32.0,7.3,43.0
2016,2.4,20.0,240.0,2003,5.3,32.0,7.5,42.0
2016,2.4,20.0,240.0,2004,5.4,28.0,7.4,45.0
2016,2.4,20.0,240.0,2005,5.8,28.0,8.2,44.0
2016,2.4,20.0,240.0,2006,6.3,26.0,8.7,46.0
2016,2.4,20.0,240.0,2007,4.4,25.0,5.2,46.0
2016,2.4,20.0,240.0,2008,3.8,23.0,4.2,47.0
2016,2.4,20.0,240.0,2009,6.9,22.0,4.6,47.0
2016,2.4,20.0,240.0,2010,6.9,21.0,4.1,48.0
2016,2.4,20.0,240.0,2011,7.1,19.0,4.0,50.0
2016,2.4,20.0,240.0,2012,7.0,17.0,6.3,52.0
2016,2.4,20.0,240.0,2013,6.2,17.0,5.4,52.0
2016,2.4,20.0,240.0,2014,5.2,16.0,4.3,53.0
2016,2.4,20.0,240.0,2015,4.3,15.0,3.3,54.0
2016,2.4,20.0,240.0,2016,3.3,13.0,2.4,56.0
2016,2.4,20.0,240.0,2017,3.7,12.0,2.5,57.0
2016,2.4,20.0,240.0,2018,3.4,11.0,2.3,57.0
2016,2.4,20.0,240.0,2019,3.3,9.8,2.0,60.0
2016,2.4,20.0,240.0,2020,3.3,8.9,1.8,59.0
2016,2.4,20.0,240.0,2021,3.0,9.4,2.2,47.0
2016,2.4,20.0,240.0,2022,2.5,11.0,2.7,58.0
2016,2.4,20.0,240.0,2023,2.5,11.0,2.4,57.0
2017,3.2,27.0,240.0,2000,6.6,37.0,3.9,39.0
2017,3.2,27.0,240.0,2001,5.9,35.0,3.8,40.0
2017,3.2,27.0,240.0,2002,5.4,32.0,7.3,43.0
2017,3.2,27.0,240.0,2003,5.3,32.0,7.5,42.0
2017,3.2,27.0,240.0,2004,5.4,28.0,7.4,45.0
2017,3.2,27.0,240.0,2005,5.8,28.0,8.2,44.0
2017,3.2,27.0,240.0,2006,6.3,26.0,8.7,46.0
2017,3.2,27.0,240.0,2007,4.4,25.0,5.2,46.0
2017,3.2,27.0,240.0,2008,3.8,23.0,4.2,47.0
2017,3.2,27.0,240.0,2009,6.9,22.0,4.6,47.0
2017,3.2,27.0,240.0,2010,6.9,21.0,4.1,48.0
2017,3.2,27.0,240.0,2011,7.1,19.0,4.0,50.0
2017,3.2,27.0,240.0,2012,7.0,17.0,6.3,52.0
2017,3.2,27.0,240.0,2013,6.2,17.0,5.4,52.0
2017,3.2,27.0,240.0,2014,5.2,16.0,4.3,53.0
2017,3.2,27.0,240.0,2015,4.3,15.0,3.3,54.0
2017,3.2,27.0,240.0,2016,3.3,13.0,2.4,56.0
2017,3.2,27.0,240.0,2017,3.7,12.0,2.5,57.0
2017,3.2,27.0,240.0,2018,3.4,11.0,2.3,57.0
2017,3.2,27.0,240.0,2019,3.3,9.8,2.0,60.0
2017,3.2,27.0,240.0,2020,3.3,8.9,1.8,59.0
2017,3.2,27.0,240.0,2021,3.0,9.4,2.2,47.0
2017,3.2,27.0,240.0,2022,2.5,11.0,2.7,58.0
2017,3.2,27.0,240.0,2023,2.5,11.0,2.4,57.0
2018,3.2,24.0,240.0,2000,6.6,37.0,3.9,39.0
2018,3.2,24.0,240.0,2001,5.9,35.0,3.8,40.0
2018,3.2,24.0,240.0,2002,5.4,32.0,7.3,43.0
2018,3.2,24.0,240.0,2003,5.3,32.0,7.5,42.0
2018,3.2,24.0,240.0,2004,5.4,28.0,7.4,45.0
2018,3.2,24.0,240.0,2005,5.8,28.0,8.2,44.0
2018,3.2,24.0,240.0,2006,6.3,26.0,8.7,46.0
2018,3.2,24.0,240.0,2007,4.4,25.0,5.2,46.0
2018,3.2,24.0,240.0,2008,3.8,23.0,4.2,47.0
2018,3.2,24.0,240.0,2009,6.9,22.0,4.6,47.0
2018,3.2,24.0,240.0,2010,6.9,21.0,4.1,48.0
2018,3.2,24.0,240.0,2011,7.1,19.0,4.0,50.0
2018,3.2,24.0,240.0,2012,7.0,17.0,6.3,52.0
2018,3.2,24.0,240.0,2013,6.2,17.0,5.4,52.0
2018,3.2,24.0,240.0,2014,5.2,16.0,4.3,53.0
2018,3.2,24.0,240.0,2015,4.3,15.0,3.3,54.0
2018,3.2,24.0,240.0,2016,3.3,13.0,2.4,56.0
2018,3.2,24.0,240.0,2017,3.7,12.0,2.5,57.0
2018,3.2,24.0,240.0,2018,3.4,11.0,2.3,57.0
2018,3.2,24.0,240.0,2019,3.3,9.8,2.0,60.0
2018,3.2,24.0,240.0,2020,3.3,8.9,1.8,59.0
2018,3.2,24.0,240.0,2021,3.0,9.4,2.2,47.0
2018,3.2,24.0,240.0,2022,2.5,11.0,2.7,58.0
2018,3.2,24.0,240.0,2023,2.5,11.0,2.4,57.0
2019,5.4,22.0,240.0,2000,6.6,37.0,3.9,39.0
2019,5.4,22.0,240.0,2001,5.9,35.0,3.8,40.0
2019,5.4,22.0,240.0,2002,5.4,32.0,7.3,43.0
2019,5.4,22.0,240.0,2003,5.3,32.0,7.5,42.0
2019,5.4,22.0,240.0,2004,5.4,28.0,7.4,45.0
2019,5.4,22.0,240.0,2005,5.8,28.0,8.2,44.0
2019,5.4,22.0,240.0,2006,6.3,26.0,8.7,46.0
2019,5.4,22.0,240.0,2007,4.4,25.0,5.2,46.0
2019,5.4,22.0,240.0,2008,3.8,23.0,4.2,47.0
2019,5.4,22.0,240.0,2009,6.9,22.0,4.6,47.0
2019,5.4,22.0,240.0,2010,6.9,21.0,4.1,48.0
2019,5.4,22.0,240.0,2011,7.1,19.0,4.0,50.0
2019,5.4,22.0,240.0,2012,7.0,17.0,6.3,52.0
2019,5.4,22.0,240.0,2013,6.2,17.0,5.4,52.0
2019,5.4,22.0,240.0,2014,5.2,16.0,4.3,53.0
2019,5.4,22.0,240.0,2015,4.3,15.0,3.3,54.0
2019,5.4,22.0,240.0,2016,3.3,13.0,2.4,56.0
2019,5.4,22.0,240.0,2017,3.7,12.0,2.5,57.0
2019,5.4,22.0,240.0,2018,3.4,11.0,2.3,57.0
2019,5.4,22.0,240.0,2019,3.3,9.8,2.0,60.0
2019,5.4,22.0,240.0,2020,3.3,8.9,1.8,59.0
2019,5.4,22.0,240.0,2021,3.0,9.4,2.2,47.0
2019,5.4,22.0,240.0,2022,2.5,11.0,2.7,58.0
2019,5.4,22.0,240.0,2023,2.5,11.0,2.4,57.0
2020,4.2,5.7,240.0,2000,6.6,37.0,3.9,39.0
2020,4.2,5.7,240.0,2001,5.9,35.0,3.8,40.0
2020,4.2,5.7,240.0,2002,5.4,32.0,7.3,43.0
2020,4.2,5.7,240.0,2003,5.3,32.0,7.5,42.0
2020,4.2,5.7,240.0,2004,5.4,28.0,7.4,45.0
2020,4.2,5.7,240.0,2005,5.8,28.0,8.2,44.0
2020,4.2,5.7,240.0,2006,6.3,26.0,8.7,46.0
2020,4.2,5.7,240.0,2007,4.4,25.0,5.2,46.0
2020,4.2,5.7,240.0,2008,3.8,23.0,4.2,47.0
2020,4.2,5.7,240.0,2009,6.9,22.0,4.6,47.0
2020,4.2,5.7,240.0,2010,6.9,21.0,4.1,48.0
2020,4.2,5.7,240.0,2011,7.1,19.0,4.0,50.0
2020,4.2,5.7,240.0,2012,7.0,17.0,6.3,52.0
2020,4.2,5.7,240.0,2013,6.2,17.0,5.4,52.0
2020,4.2,5.7,240.0,2014,5.2,16.0,4.3,53.0
2020,4.2,5.7,240.0,2015,4.3,15.0,3.3,54.0
2020,4.2,5.7,240.0,2016,3.3,13.0,2.4,56.0
2020,4.2,5.7,240.0,2017,3.7,12.0,2.5,57.0
2020,4.2,5.7,240.0,2018,3.4,11.0,2.3,57.0
2020,4.2,5.7,240.0,2019,3.3,9.8,2.0,60.0
2020,4.2,5.7,240.0,2020,3.3,8.9,1.8,59.0
2020,4.2,5.7,240.0,2021,3.0,9.4,2.2,47.0
2020,4.2,5.7,240.0,2022,2.5,11.0,2.7,58.0
2020,4.2,5.7,240.0,2023,2.5,11.0,2.4,57.0
2021,5.7,14.0,240.0,2000,6.6,37.0,3.9,39.0
2021,5.7,14.0,240.0,2001,5.9,35.0,3.8,40.0
2021,5.7,14.0,240.0,2002,5.4,32.0,7.3,43.0
